Date,Description,Category,Amount,Type
2025-12-16,Frozen Steel Pants,Transport,124.00290575858324,Expense
2025-12-31,Licensed Gold Shirt,Santé,396.5640062640187,Expense
2025-12-22,Elegant Concrete Shoes,Salaire,416.68911046152886,Income
2025-12-18,Practical Concrete Chicken,Santé,494.38607269682973,Expense
2025-12-31,Tasty Steel Shirt,Freelance,160.34849066131522,Income
2025-12-27,Handcrafted Bamboo Bacon,Shopping,263.1367767748373,Expense
2025-12-18,Luxurious Marble Computer,Salaire,237.15941255872943,Income
2026-01-03,Unbranded Concrete Chicken,Loisirs,112.57994953271948,Expense
2026-01-08,Gorgeous Concrete Hat,Transport,183.62380470769693,Expense
2025-12-20,Handcrafted Steel Bike,Logement,80.95014631840901,Expense
2025-12-20,Elegant Bronze Pizza,Salaire,22.18603659541133,Income
2025-12-31,Incredible Silk Table,Logement,87.31908376111872,Expense
2025-12-17,Generic Gold Ball,Alimentation,434.37326644834957,Expense
2025-12-23,Soft Marble Salad,Transport,45.527070801030256,Expense
2026-01-10,Rustic Gold Gloves,Loisirs,47.94861354296471,Expense
2025-12-17,Ergonomic Plastic Pants,Shopping,458.2646409638471,Expense
2026-01-06,Soft Bronze Bike,Alimentation,497.0651087399338,Expense
2025-12-17,Soft Wooden Sausages,Transport,188.02378193276274,Expense
2026-01-10,Licensed Granite Soap,Transport,273.73668633242545,Expense
2025-12-18,Licensed Aluminum Chair,Loisirs,240.66088617728403,Expense
2025-12-15,Awesome Wooden Pants,Santé,301.8424806757339,Expense
2025-12-17,Generic Ceramic Chips,Loisirs,345.0619724415648,Expense
2025-12-25,Refined Plastic Towels,Loisirs,18.006941972766796,Expense
2025-12-29,Handmade Gold Chair,Transport,58.765253493448334,Expense
2026-01-09,Elegant Granite Bike,Alimentation,38.776228761451605,Expense
2026-01-06,Soft Bronze Computer,Freelance,41.17304373601587,Income
2026-01-04,Oriental Cotton Bacon,Loisirs,467.02675495997204,Expense
2026-01-04,Luxurious Steel Chips,Logement,499.2920359175588,Expense
2025-12-31,Oriental Silk Chicken,Santé,247.38030856010755,Expense
2025-12-26,Small Bamboo Chips,Transport,105.92388728226531,Expense
2026-01-01,Oriental Wooden Pants,Loisirs,99.94312097029515,Expense
2026-01-03,Handcrafted Metal Chair,Transport,201.7113033514193,Expense
2026-01-09,Sleek Bamboo Hat,Salaire,311.92210807368104,Income
2025-12-27,Modern Granite Pants,Santé,84.03176312042629,Expense
2025-12-19,Elegant Plastic Chair,Freelance,422.2354916976083,Income
2025-12-19,Modern Gold Car,Alimentation,98.32307177031657,Expense
2025-12-24,Gorgeous Concrete Bacon,Shopping,400.4836955685566,Expense
2025-12-24,Small Bronze Fish,Santé,189.82492779716358,Expense
2025-12-15,Ergonomic Concrete Tuna,Santé,405.58147200455886,Expense
2025-12-26,Small Gold Shirt,Freelance,239.22196511374094,Income
2026-01-13,Small Marble Mouse,Transport,349.0166156764722,Expense
2025-12-17,Handmade Plastic Mouse,Alimentation,282.30464077654636,Expense
2025-12-24,Tasty Metal Table,Loisirs,496.1257911509124,Expense
2025-12-23,Licensed Cotton Keyboard,Santé,470.40220078175525,Expense
2026-01-13,Licensed Aluminum Pizza,Logement,157.44968428566892,Expense
2025-12-30,Modern Rubber Salad,Loisirs,183.57335975253073,Expense
2025-12-20,Tasty Bamboo Table,Santé,39.70567443677393,Expense
2026-01-01,Elegant Aluminum Hat,Transport,145.48246848960343,Expense
2026-01-06,Handmade Marble Car,Transport,151.94102734806003,Expense
2025-12-20,Licensed Steel Pizza,Alimentation,235.37104295748335,Expense
2025-12-20,Recycled Metal Hat,Alimentation,438.27322300171875,Expense
2026-01-10,Refined Steel Towels,Transport,22.287643870020872,Expense
2026-01-04,Refined Cotton Pants,Shopping,281.9896557508931,Expense
2026-01-06,Modern Concrete Soap,Transport,156.64796891467952,Expense
2025-12-15,Soft Silk Shirt,Loisirs,303.6974068764773,Expense
2025-12-20,Intelligent Gold Towels,Loisirs,37.50323318357528,Expense
2026-01-12,Practical Bamboo Pizza,Alimentation,200.5272197844868,Expense
2025-12-22,Incredible Concrete Cheese,Shopping,12.580421966383692,Expense
2025-12-17,Fresh Wooden Hat,Logement,216.79942432227597,Expense
2025-12-26,Gorgeous Metal Soap,Alimentation,250.95104855478223,Expense
2026-01-11,Soft Concrete Tuna,Freelance,59.603339263480265,Income
2026-01-03,Recycled Metal Pants,Loisirs,358.30058944083913,Expense
2026-01-13,Modern Marble Hat,Loisirs,395.31180126479205,Expense
2025-12-23,Refined Metal Keyboard,Santé,193.04517710634204,Expense
2026-01-11,Tasty Aluminum Shirt,Shopping,301.2297410105059,Expense
2026-01-09,Refined Concrete Towels,Freelance,209.31656151977464,Income
2025-12-23,Awesome Plastic Chair,Shopping,461.48096370747004,Expense
2025-12-31,Gorgeous Gold Chicken,Loisirs,402.7831709420468,Expense
2025-12-16,Rustic Bamboo Sausages,Shopping,102.87700602934977,Expense
2025-12-22,Sleek Plastic Soap,Salaire,272.05830264834646,Income
2025-12-28,Oriental Plastic Bike,Salaire,19.098562140384086,Income
2025-12-28,Oriental Bronze Towels,Shopping,181.9828977426387,Expense
2026-01-08,Modern Marble Towels,Loisirs,139.30752555220013,Expense
2026-01-04,Elegant Rubber Salad,Alimentation,321.7048396829898,Expense
2025-12-15,Sleek Metal Soap,Logement,335.313861415514,Expense
2026-01-12,Tasty Rubber Shoes,Loisirs,253.77493558975314,Expense
2025-12-28,Practical Aluminum Ball,Shopping,393.747450225829,Expense
2025-12-24,Practical Wooden Cheese,Loisirs,337.54175224846927,Expense
2025-12-27,Intelligent Gold Shirt,Alimentation,295.35833147241755,Expense
2026-01-05,Handmade Gold Salad,Shopping,275.8171007734933,Expense
2025-12-16,Rustic Silk Table,Alimentation,114.3370522984564,Expense
2025-12-15,Modern Bamboo Soap,Transport,402.42615816891333,Expense
2025-12-18,Generic Bamboo Shirt,Transport,148.30174999776116,Expense
2026-01-06,Recycled Granite Chair,Santé,191.23401313920306,Expense
2026-01-12,Recycled Rubber Shirt,Logement,99.80021715525474,Expense
2025-12-26,Unbranded Wooden Chicken,Freelance,469.32649889338705,Income
2026-01-09,Recycled Steel Ball,Alimentation,111.6237083731919,Expense
2025-12-27,Oriental Gold Cheese,Salaire,184.73875518872072,Income
2025-12-14,Licensed Cotton Cheese,Santé,234.317767257076,Expense
2025-12-25,Ergonomic Granite Chair,Transport,172.1027193185542,Expense
2026-01-04,Handmade Metal Chicken,Loisirs,330.0684850943355,Expense
2025-12-29,Intelligent Plastic Soap,Transport,168.02858275850903,Expense
2025-12-16,Unbranded Marble Pants,Transport,394.9389210641807,Expense
2026-01-05,Recycled Plastic Table,Transport,348.1387054402866,Expense
2025-12-24,Luxurious Metal Gloves,Transport,323.1038799173507,Expense
2026-01-09,Practical Concrete Chips,Transport,181.56654736634437,Expense
2026-01-03,Handcrafted Wooden Bike,Shopping,157.96888344192368,Expense
2025-12-16,Tasty Concrete Computer,Alimentation,66.02614742166034,Expense
2025-12-25,Bespoke Steel Pizza,Alimentation,300.9636675734513,Expense
2025-12-22,Sleek Cotton Towels,Santé,432.4207079432544,Expense
2026-01-05,Small Bronze Gloves,Alimentation,440.73654510175106,Expense
2025-12-14,Electronic Silk Ball,Alimentation,52.38798900045622,Expense
2025-12-29,Unbranded Plastic Hat,Shopping,12.342019480412123,Expense
2026-01-03,Licensed Rubber Fish,Santé,286.79128546289337,Expense
2026-01-08,Awesome Metal Sausages,Santé,255.61036895423376,Expense
2026-01-03,Electronic Marble Sausages,Santé,75.25864878543311,Expense
2026-01-13,Licensed Ceramic Chair,Freelance,433.55959454676776,Income
2025-12-20,Handmade Rubber Bacon,Santé,106.46235350408438,Expense
2025-12-28,Rustic Granite Keyboard,Santé,368.37121289853263,Expense
2025-12-23,Gorgeous Steel Gloves,Logement,259.3554446190419,Expense
2025-12-29,Soft Bamboo Shoes,Loisirs,456.03415156779,Expense
2026-01-02,Oriental Aluminum Hat,Santé,316.8664714194041,Expense
2026-01-08,Luxurious Gold Cheese,Salaire,317.8575027102115,Income
2025-12-22,Ergonomic Ceramic Car,Alimentation,154.35371641244132,Expense
2025-12-17,Small Marble Car,Transport,473.5074742777541,Expense
2025-12-27,Soft Plastic Tuna,Freelance,463.7344846996508,Income
2026-01-01,Bespoke Ceramic Towels,Santé,68.52923250865096,Expense
2025-12-24,Gorgeous Granite Fish,Loisirs,182.09518845158854,Expense
2026-01-12,Practical Steel Cheese,Salaire,443.5346522598296,Income
2026-01-04,Elegant Steel Pizza,Santé,458.2165892901831,Expense
2026-01-09,Electronic Marble Fish,Shopping,225.79697999808218,Expense
2026-01-05,Soft Metal Tuna,Alimentation,452.24498916480184,Expense
2026-01-03,Fresh Bronze Shoes,Logement,492.1681825950067,Expense
2025-12-16,Bespoke Granite Ball,Santé,492.72647111060525,Expense
2025-12-16,Electronic Steel Shirt,Logement,225.85054378479478,Expense
2025-12-29,Fantastic Bronze Towels,Alimentation,101.79525431160553,Expense
2026-01-10,Licensed Plastic Chair,Freelance,16.095590391974792,Income
2025-12-21,Awesome Aluminum Computer,Logement,241.32454434018842,Expense
2026-01-04,Small Concrete Car,Freelance,310.9492581389777,Income
2025-12-29,Gorgeous Granite Keyboard,Salaire,318.13285566818143,Income
2026-01-02,Handcrafted Bamboo Chicken,Shopping,252.65549012273422,Expense
2025-12-19,Small Plastic Hat,Transport,345.4313870853161,Expense
2025-12-21,Ergonomic Steel Ball,Alimentation,155.42243083521944,Expense
2026-01-10,Practical Bronze Bike,Shopping,145.0188285640246,Expense
2025-12-28,Awesome Gold Shirt,Loisirs,116.31106222753176,Expense
2025-12-20,Sleek Cotton Fish,Freelance,211.53366535236182,Income
2025-12-18,Luxurious Wooden Hat,Logement,124.73793958066368,Expense
2026-01-05,Sleek Rubber Table,Shopping,50.651713010212276,Expense
2025-12-24,Licensed Wooden Pizza,Santé,265.90151841293175,Expense
2026-01-06,Practical Gold Car,Shopping,309.27976704902545,Expense
2026-01-06,Sleek Plastic Computer,Loisirs,473.353072502872,Expense
2025-12-23,Bespoke Aluminum Computer,Shopping,183.96681639753803,Expense
2026-01-02,Small Wooden Sausages,Shopping,25.77694590304734,Expense
2026-01-04,Sleek Marble Soap,Salaire,351.92365202217997,Income
2026-01-03,Electronic Aluminum Keyboard,Santé,446.25160469853887,Expense
2026-01-13,Handmade Silk Bike,Salaire,279.8776085073106,Income
2025-12-21,Sleek Ceramic Hat,Santé,164.3485285946068,Expense
2025-12-23,Unbranded Marble Hat,Shopping,456.4379514727133,Expense
2026-01-03,Licensed Concrete Pants,Freelance,294.2105985734367,Income
2026-01-05,Gorgeous Plastic Bacon,Logement,120.71088084248355,Expense
2025-12-26,Luxurious Bamboo Soap,Freelance,37.98797354697042,Income
2025-12-16,Gorgeous Metal Bike,Transport,105.81638668533903,Expense
2025-12-16,Licensed Aluminum Gloves,Loisirs,86.27635593182916,Expense
2026-01-01,Practical Cotton Chips,Logement,80.85022993120683,Expense
2025-12-16,Electronic Ceramic Computer,Logement,309.25394265373615,Expense
2026-01-10,Ergonomic Cotton Chair,Santé,193.971764575913,Expense
2025-12-30,Fantastic Bronze Table,Santé,12.938013930927506,Expense
2025-12-19,Fresh Concrete Chips,Logement,149.91175896767618,Expense
2025-12-21,Intelligent Silk Chair,Alimentation,145.26480992859783,Expense
2025-12-15,Small Marble Mouse,Shopping,463.01537785387904,Expense
2025-12-29,Licensed Ceramic Pizza,Transport,118.57987175616545,Expense
2025-12-26,Sleek Wooden Shoes,Freelance,299.61230835315274,Income
2026-01-06,Incredible Rubber Soap,Logement,274.0283645331526,Expense
2026-01-04,Awesome Ceramic Salad,Loisirs,19.073157208606027,Expense
2026-01-04,Licensed Aluminum Car,Transport,22.454534717108352,Expense
2025-12-28,Electronic Granite Table,Loisirs,481.53736303512903,Expense
2026-01-10,Awesome Marble Bike,Freelance,496.04724040374896,Income
2026-01-12,Rustic Silk Computer,Salaire,248.74158191751252,Income
2025-12-31,Fantastic Concrete Bacon,Alimentation,261.1080824395346,Expense
2026-01-10,Incredible Bamboo Bacon,Logement,289.33892020110284,Expense
2026-01-10,Tasty Rubber Chicken,Logement,335.741427306817,Expense
2025-12-30,Rustic Marble Computer,Alimentation,76.04122079496591,Expense
2025-12-25,Ergonomic Aluminum Car,Salaire,165.37138769190088,Income
2025-12-24,Handmade Plastic Shirt,Freelance,274.7326882856498,Income
2025-12-15,Tasty Wooden Tuna,Transport,123.37614907683769,Expense
2025-12-19,Handmade Wooden Cheese,Santé,348.63758888402026,Expense
2025-12-26,Practical Ceramic Sausages,Salaire,265.45245273113596,Income
2025-12-29,Licensed Metal Fish,Santé,290.92755555626246,Expense
2025-12-22,Rustic Marble Bike,Loisirs,233.63285027744718,Expense
2025-12-24,Incredible Bamboo Chair,Loisirs,337.7196153464106,Expense
2025-12-30,Elegant Bamboo Shirt,Transport,214.4969772697031,Expense
2026-01-06,Intelligent Metal Bike,Alimentation,139.1596707438774,Expense
2026-01-06,Rustic Wooden Pants,Freelance,69.64215457577335,Income
2026-01-10,Oriental Cotton Towels,Alimentation,307.0585718834321,Expense
2025-12-19,Electronic Rubber Bacon,Santé,173.0230626880138,Expense
2026-01-06,Electronic Steel Bike,Loisirs,331.9108825128386,Expense
2026-01-04,Luxurious Marble Chair,Shopping,200.85177317682798,Expense
2026-01-09,Intelligent Bronze Pants,Transport,183.90306592981506,Expense
2025-12-30,Tasty Ceramic Computer,Loisirs,10.306706157234197,Expense
2025-12-27,Tasty Granite Mouse,Santé,417.1935856395744,Expense
2025-12-20,Bespoke Bamboo Salad,Transport,219.38488545721015,Expense
2025-12-20,Recycled Gold Shoes,Transport,268.40452877211897,Expense
2025-12-21,Awesome Bamboo Bike,Logement,202.02673297552315,Expense
2025-12-26,Ergonomic Gold Shirt,Shopping,118.24029337662125,Expense
2025-12-17,Refined Concrete Computer,Alimentation,436.4466138549642,Expense
2026-01-06,Fantastic Aluminum Salad,Salaire,465.4217502395385,Income
2026-01-11,Electronic Concrete Cheese,Transport,321.9920491327777,Expense
2026-01-12,Incredible Plastic Mouse,Alimentation,395.4569585496087,Expense
2025-12-27,Gorgeous Concrete Sausages,Logement,465.2599474366434,Expense
2025-12-28,Ergonomic Ceramic Chair,Salaire,346.0209666499819,Income
2025-12-21,Elegant Silk Bike,Transport,379.9534886933941,Expense
2025-12-22,Recycled Gold Mouse,Alimentation,430.84862086684547,Expense
2025-12-18,Rustic Silk Ball,Freelance,465.80594404066943,Income
2025-12-18,Gorgeous Silk Bike,Loisirs,384.92130449426867,Expense
2026-01-12,Sleek Bronze Chips,Santé,356.08717953761004,Expense
2025-12-26,Refined Granite Tuna,Loisirs,368.41609243752185,Expense
2025-12-18,Bespoke Concrete Shoes,Salaire,173.58469771783018,Income
2025-12-31,Gorgeous Steel Sausages,Freelance,143.7756914738042,Income
2026-01-04,Awesome Bronze Chair,Santé,446.8689088732903,Expense
2025-12-16,Refined Granite Chair,Shopping,352.81201811781233,Expense
2025-12-26,Handcrafted Steel Shirt,Alimentation,295.27362951821016,Expense
2025-12-24,Soft Concrete Tuna,Alimentation,116.54135540371645,Expense
2026-01-03,Soft Plastic Gloves,Loisirs,364.60380172837864,Expense
2026-01-03,Bespoke Plastic Shirt,Freelance,455.46566456771376,Income
2025-12-27,Small Plastic Table,Shopping,483.37246563972394,Expense
2026-01-06,Handmade Concrete Chair,Logement,382.85392637191904,Expense
2025-12-25,Incredible Steel Chips,Salaire,225.34091660796693,Income
2025-12-17,Fresh Gold Fish,Freelance,207.62072590767048,Income
2026-01-08,Practical Cotton Bacon,Shopping,369.9988502763472,Expense
2025-12-22,Refined Metal Chair,Freelance,328.0600433305572,Income
2026-01-08,Incredible Plastic Pants,Santé,184.0147000609395,Expense
2026-01-01,Modern Gold Pizza,Shopping,24.283125192540055,Expense
2026-01-13,Awesome Cotton Keyboard,Santé,401.31571596980933,Expense
2026-01-13,Awesome Wooden Towels,Alimentation,494.43349701002455,Expense
2025-12-24,Electronic Bronze Chair,Alimentation,320.1277330047157,Expense
2026-01-07,Recycled Steel Bike,Santé,299.50719095817675,Expense
2025-12-31,Licensed Rubber Gloves,Logement,339.16188025342694,Expense
2025-12-28,Generic Cotton Tuna,Salaire,30.08702270444915,Income
2025-12-15,Generic Wooden Pants,Freelance,395.9135561234481,Income
2025-12-31,Sleek Bamboo Sausages,Logement,282.6871769090953,Expense
2026-01-10,Incredible Concrete Hat,Santé,96.49339176792161,Expense
2025-12-25,Modern Marble Car,Loisirs,76.45501811628715,Expense
2026-01-13,Modern Ceramic Fish,Alimentation,111.0896195922093,Expense
2026-01-05,Generic Aluminum Salad,Shopping,354.52682352747985,Expense
2026-01-04,Tasty Rubber Keyboard,Transport,207.83109672794998,Expense
2026-01-09,Electronic Plastic Chicken,Santé,34.07092725926738,Expense
2025-12-15,Small Steel Cheese,Alimentation,387.1662655975937,Expense
2025-12-21,Licensed Bronze Hat,Santé,53.38549216951308,Expense
2026-01-05,Incredible Metal Shoes,Freelance,443.19152053044945,Income
2026-01-13,Unbranded Rubber Bike,Salaire,293.3564953455221,Income
2025-12-20,Sleek Steel Bacon,Loisirs,438.2565097005607,Expense
2025-12-15,Electronic Cotton Bacon,Salaire,468.71555244550683,Income
2025-12-24,Intelligent Cotton Computer,Loisirs,480.9930743040072,Expense
2026-01-03,Awesome Bronze Mouse,Shopping,480.5846790721911,Expense
2025-12-19,Elegant Bronze Pants,Salaire,405.5960519194432,Income
2026-01-07,Bespoke Steel Chair,Transport,393.25523575682945,Expense
2026-01-07,Intelligent Silk Towels,Santé,485.8068415189404,Expense
2026-01-06,Handmade Gold Towels,Salaire,186.82688301793902,Income
2025-12-31,Refined Concrete Chair,Alimentation,376.3085263829538,Expense
2025-12-18,Electronic Concrete Soap,Alimentation,487.81699309189594,Expense
2025-12-23,Ergonomic Rubber Mouse,Santé,399.09185523687506,Expense
2026-01-03,Rustic Plastic Table,Alimentation,185.09141673211542,Expense
2025-12-31,Electronic Silk Mouse,Santé,223.3135725824943,Expense
2025-12-18,Unbranded Metal Bacon,Transport,228.30156260638972,Expense
2025-12-20,Handmade Ceramic Gloves,Transport,280.66151597317116,Expense
2025-12-16,Tasty Ceramic Shirt,Loisirs,430.7870314895427,Expense
2026-01-06,Ergonomic Rubber Hat,Logement,115.6843581305064,Expense
2026-01-12,Practical Plastic Fish,Santé,360.0809536524149,Expense
2026-01-06,Intelligent Bronze Towels,Transport,355.8973082084772,Expense
2025-12-17,Generic Cotton Pants,Logement,461.33772581808716,Expense
2025-12-14,Sleek Granite Car,Transport,239.3857795664291,Expense
2025-12-26,Handmade Granite Pizza,Logement,186.7292759060324,Expense
2025-12-14,Intelligent Granite Chicken,Santé,126.54261701452309,Expense
2026-01-07,Awesome Concrete Chips,Salaire,263.29446851679836,Income
2025-12-31,Generic Bronze Mouse,Salaire,295.0883708174061,Income
2026-01-01,Intelligent Aluminum Salad,Transport,69.01970010823612,Expense
2025-12-19,Tasty Gold Mouse,Salaire,392.8598883105054,Income
2025-12-28,Intelligent Concrete Pants,Salaire,438.6967427278898,Income
2026-01-04,Recycled Rubber Chips,Alimentation,150.8792388446114,Expense
2025-12-18,Incredible Marble Cheese,Alimentation,303.5829885049175,Expense
2026-01-13,Unbranded Bamboo Sausages,Salaire,313.02569212198773,Income
